random_rank,attempt_number,doi,version,preprint_date,category,title,fulltext_ok,fulltext_source,fulltext_url,paper_url,doi_url,result_rows_for_paper,failure_reason,processed_at_utc
4508,4508,10.1101/2022.10.14.512310,1,2022-10-16,genetics,Non-viral gene editing in utero with lipid nanoparticles complexed to mRNA,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/10/16/2022.10.14.512310.source.xml,https://www.biorxiv.org/content/10.1101/2022.10.14.512310,https://doi.org/10.1101/2022.10.14.512310,5,,2026-07-18T22:45:24.990378+00:00
4509,4509,10.1101/2022.07.23.501220,1,2022-07-24,bioinformatics,TIST: Transcriptome and Histopathological Image Integrative Analysis for Spatial Transcriptomics,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/07/24/2022.07.23.501220.source.xml,https://www.biorxiv.org/content/10.1101/2022.07.23.501220,https://doi.org/10.1101/2022.07.23.501220,1,,2026-07-18T22:45:44.900624+00:00
4510,4510,10.1101/2022.08.16.504203,1,2022-08-17,neuroscience,Experience-dependent plasticity of gustatory insular cortex circuits and taste preferences,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/08/17/2022.08.16.504203.source.xml,https://www.biorxiv.org/content/10.1101/2022.08.16.504203,https://doi.org/10.1101/2022.08.16.504203,3,,2026-07-18T22:46:00.025582+00:00
4511,4511,10.1101/2022.06.20.496786,1,2022-06-20,cell biology,Polyalanine disease mutations impair UBA6-dependent ubiquitination,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/06/20/2022.06.20.496786.source.xml,https://www.biorxiv.org/content/10.1101/2022.06.20.496786,https://doi.org/10.1101/2022.06.20.496786,5,,2026-07-18T22:46:18.748604+00:00
4512,4512,10.1101/2022.05.26.493565,1,2022-05-29,neuroscience,Orientation control strategies and adaptation to a visuomotor perturbation in rotational hand movements,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/29/2022.05.26.493565.source.xml,https://www.biorxiv.org/content/10.1101/2022.05.26.493565,https://doi.org/10.1101/2022.05.26.493565,0,,2026-07-18T22:46:38.272279+00:00
4513,4513,10.1101/2022.08.10.503516,1,2022-08-13,cancer biology,Widespread perturbation of ETS factor binding sites in cancer,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/08/13/2022.08.10.503516.source.xml,https://www.biorxiv.org/content/10.1101/2022.08.10.503516,https://doi.org/10.1101/2022.08.10.503516,4,,2026-07-18T22:46:54.702749+00:00
4514,4514,10.1101/2022.03.16.484099,1,2022-03-17,immunology,The effect of waning on antibody levels and memory B cell recall following SARS-CoV-2 infection or vaccination,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/17/2022.03.16.484099.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.16.484099,https://doi.org/10.1101/2022.03.16.484099,4,,2026-07-18T22:47:05.614344+00:00
4515,4515,10.1101/2022.01.04.474788,2,2022-01-14,bioinformatics,Unraveling membrane properties at the organelle-level with LipidDyn,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/01/14/2022.01.04.474788.source.xml,https://www.biorxiv.org/content/10.1101/2022.01.04.474788,https://doi.org/10.1101/2022.01.04.474788,2,,2026-07-18T22:47:21.417224+00:00
4516,4516,10.1101/2022.12.12.520168,1,2022-12-14,genomics,Measurement of expression from a limited number of genes is sufficient to predict flowering time in maize,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/12/14/2022.12.12.520168.source.xml,https://www.biorxiv.org/content/10.1101/2022.12.12.520168,https://doi.org/10.1101/2022.12.12.520168,0,,2026-07-18T22:47:32.239161+00:00
4517,4517,10.1101/2022.05.08.489343,1,2022-05-09,cell biology,Skeletal muscle cells derived from induced pluripotent stem cells: a platform for limb girdle muscular dystrophies.,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/09/2022.05.08.489343.source.xml,https://www.biorxiv.org/content/10.1101/2022.05.08.489343,https://doi.org/10.1101/2022.05.08.489343,0,,2026-07-18T22:47:51.810871+00:00
4518,4518,10.1101/2022.06.22.497266,1,2022-06-23,biophysics,Molecular Mechanism of Active Cas7-11 in Processing CRISPR RNA and Interfering Target RNA,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/06/23/2022.06.22.497266.source.xml,https://www.biorxiv.org/content/10.1101/2022.06.22.497266,https://doi.org/10.1101/2022.06.22.497266,2,,2026-07-18T22:48:06.153781+00:00
4519,4519,10.1101/2021.02.07.430171,4,2022-02-03,neuroscience,A model of working memory for latent representations,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/02/03/2021.02.07.430171.source.xml,https://www.biorxiv.org/content/10.1101/2021.02.07.430171,https://doi.org/10.1101/2021.02.07.430171,0,,2026-07-18T22:48:25.647721+00:00
4520,4520,10.1101/2021.05.23.445342,3,2022-05-03,biophysics,Hidden multivalency in phosphatase recruitment by a disordered AKAP scaffold,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/03/2021.05.23.445342.source.xml,https://www.biorxiv.org/content/10.1101/2021.05.23.445342,https://doi.org/10.1101/2021.05.23.445342,3,,2026-07-18T22:48:41.504198+00:00
4521,4521,10.1101/2022.04.04.486908,1,2022-04-04,evolutionary biology,Genomic insights into present local adaptation and future climate change vulnerability of a keystone forest tree species in East Asian,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/04/04/2022.04.04.486908.source.xml,https://www.biorxiv.org/content/10.1101/2022.04.04.486908,https://doi.org/10.1101/2022.04.04.486908,4,,2026-07-18T22:48:58.709285+00:00
4522,4522,10.1101/2022.08.31.505965,1,2022-09-02,bioinformatics,Brain-wide transcriptome-based metabolic alterations in Parkinsons disease: human inter-region and human-experimental model correlations,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/09/02/2022.08.31.505965.source.xml,https://www.biorxiv.org/content/10.1101/2022.08.31.505965,https://doi.org/10.1101/2022.08.31.505965,2,,2026-07-18T22:49:16.715060+00:00
4523,4523,10.1101/2022.03.21.485188,2,2022-03-26,ecology,Kiawah and Seabrook islands are a critical site for the rufa red knot (Calidris canutus rufa),true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/26/2022.03.21.485188.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.21.485188,https://doi.org/10.1101/2022.03.21.485188,0,,2026-07-18T22:49:28.188898+00:00
4524,4524,10.1101/2022.03.23.485369,1,2022-03-23,bioengineering,Signal and Measurement Considerations for Human Translation of Diffuse in vivo Flow Cytometry,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/23/2022.03.23.485369.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.23.485369,https://doi.org/10.1101/2022.03.23.485369,0,,2026-07-18T22:49:38.488193+00:00
4525,4525,10.1101/2022.11.30.518601,1,2022-11-30,biophysics,PRC2 direct transfer from G-quadruplex RNA to dsDNA: Implications for RNA-binding chromatin modifiers,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/11/30/2022.11.30.518601.source.xml,https://www.biorxiv.org/content/10.1101/2022.11.30.518601,https://doi.org/10.1101/2022.11.30.518601,1,,2026-07-18T22:49:53.083893+00:00
4526,4526,10.1101/2022.03.04.482974,1,2022-03-05,neuroscience,A-type FHFs mediate resurgent currents through TTX-resistant voltage-gated sodium channels,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/05/2022.03.04.482974.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.04.482974,https://doi.org/10.1101/2022.03.04.482974,4,,2026-07-18T22:50:09.169538+00:00
4527,4527,10.1101/2022.09.27.509705,1,2022-09-28,cell biology,Zinc-based Ultrasensitive Microscopic Barrier Assay (ZnUMBA): a live-imaging method for detecting epithelial barrier breaches with spatiotemporal precision,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/09/28/2022.09.27.509705.source.xml,https://www.biorxiv.org/content/10.1101/2022.09.27.509705,https://doi.org/10.1101/2022.09.27.509705,2,,2026-07-18T22:50:19.543827+00:00
4528,4528,10.1101/2022.10.09.510391,1,2022-10-10,developmental biology,A cell size threshold triggers commitment to stomatal fate in Arabidopsis,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/10/10/2022.10.09.510391.source.xml,https://www.biorxiv.org/content/10.1101/2022.10.09.510391,https://doi.org/10.1101/2022.10.09.510391,1,,2026-07-18T22:50:30.653683+00:00
4529,4529,10.1101/2022.01.18.476715,2,2022-03-24,cell biology,Dual Specificity Phosphatase 7 Drives the Formation of Cardiac Mesoderm in Mouse Embryonic Stem Cells,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/24/2022.01.18.476715.source.xml,https://www.biorxiv.org/content/10.1101/2022.01.18.476715,https://doi.org/10.1101/2022.01.18.476715,4,,2026-07-18T22:50:46.443450+00:00
4530,4530,10.1101/2022.10.28.514267,1,2022-10-31,systems biology,Reversing gut microbiome-driven adipose tissue inflammation alleviates metabolic syndrome,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/10/31/2022.10.28.514267.source.xml,https://www.biorxiv.org/content/10.1101/2022.10.28.514267,https://doi.org/10.1101/2022.10.28.514267,4,,2026-07-18T22:50:59.767629+00:00
4531,4531,10.1101/2021.10.07.463592,2,2022-01-04,immunology,Comprehensive antibody profiling of mRNA vaccination in children,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/01/04/2021.10.07.463592.source.xml,https://www.biorxiv.org/content/10.1101/2021.10.07.463592,https://doi.org/10.1101/2021.10.07.463592,0,,2026-07-18T22:51:12.010137+00:00
4532,4532,10.1101/2022.09.22.509119,2,2022-10-05,ecology,Neotropical birds and mammals show divergent behaviour responses to human pressure,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/10/05/2022.09.22.509119.source.xml,https://www.biorxiv.org/content/10.1101/2022.09.22.509119,https://doi.org/10.1101/2022.09.22.509119,0,,2026-07-18T22:51:24.620254+00:00
4533,4533,10.1101/2022.07.18.498922,1,2022-07-18,neuroscience,nl-DDM: a non-linear drift-diffusion model accounting for the dynamics of single-trial perceptual decisions,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/07/18/2022.07.18.498922.source.xml,https://www.biorxiv.org/content/10.1101/2022.07.18.498922,https://doi.org/10.1101/2022.07.18.498922,0,,2026-07-18T22:51:37.737543+00:00
4534,4534,10.1101/2022.09.06.506867,1,2022-09-07,genetics,A CRISPR/Cas9-based enhancement of high-throughput single-cell transcriptomics,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/09/07/2022.09.06.506867.source.xml,https://www.biorxiv.org/content/10.1101/2022.09.06.506867,https://doi.org/10.1101/2022.09.06.506867,5,,2026-07-18T22:51:49.637702+00:00
4535,4535,10.1101/2022.10.14.512051,1,2022-10-14,cell biology,The CRL4B E3 ligase regulates mitosis by recruiting phospho-specific DCAFs,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/10/14/2022.10.14.512051.source.xml,https://www.biorxiv.org/content/10.1101/2022.10.14.512051,https://doi.org/10.1101/2022.10.14.512051,0,,2026-07-18T22:52:08.330368+00:00
4536,4536,10.1101/2021.08.11.455803,2,2022-01-26,bioinformatics,Pout2Prot: an efficient tool to create protein (sub)groups from Percolator output files,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/01/26/2021.08.11.455803.source.xml,https://www.biorxiv.org/content/10.1101/2021.08.11.455803,https://doi.org/10.1101/2021.08.11.455803,1,,2026-07-18T22:52:20.100121+00:00
4537,4537,10.1101/2022.03.12.484055,1,2022-03-14,pharmacology and toxicology,"Automated patch clamp screening of amiloride and 5-N,N-hexamethyleneamiloride (HMA) analogs identifies 6-iodoamiloride as a potent acid-sensing ion channel inhibitor.",true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/14/2022.03.12.484055.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.12.484055,https://doi.org/10.1101/2022.03.12.484055,2,,2026-07-18T22:52:31.093823+00:00
4538,4538,10.1101/2021.08.20.457106,2,2022-08-08,ecology,Avifauna recovers faster in areas less accessible to trapping in regenerating tropical forests,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/08/08/2021.08.20.457106.source.xml,https://www.biorxiv.org/content/10.1101/2021.08.20.457106,https://doi.org/10.1101/2021.08.20.457106,0,,2026-07-18T22:52:43.482295+00:00
4539,4539,10.1101/2022.11.18.517067,1,2022-11-20,evolutionary biology,A novel method revealing animal evolutionary relationships based on milk Mid-infrared,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/11/20/2022.11.18.517067.source.xml,https://www.biorxiv.org/content/10.1101/2022.11.18.517067,https://doi.org/10.1101/2022.11.18.517067,0,,2026-07-18T22:52:57.288737+00:00
4540,4540,10.1101/2022.10.10.511623,1,2022-10-11,bioinformatics,Genomic tracking of SARS-COV-2 variants in Myanmar,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/10/11/2022.10.10.511623.source.xml,https://www.biorxiv.org/content/10.1101/2022.10.10.511623,https://doi.org/10.1101/2022.10.10.511623,2,,2026-07-18T22:53:08.943844+00:00
4541,4541,10.1101/2022.09.15.508113,1,2022-09-17,bioengineering,A dialysis medium refreshment cell culture set-up for an osteoblast-osteoclast coculture,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/09/17/2022.09.15.508113.source.xml,https://www.biorxiv.org/content/10.1101/2022.09.15.508113,https://doi.org/10.1101/2022.09.15.508113,4,,2026-07-18T22:53:28.311251+00:00
4542,4542,10.1101/2022.02.09.479829,1,2022-02-10,microbiology,HiFi Metagenomic Sequencing Enables Assembly of Accurate and Complete Genomes from Human Gut Microbiota,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/02/10/2022.02.09.479829.source.xml,https://www.biorxiv.org/content/10.1101/2022.02.09.479829,https://doi.org/10.1101/2022.02.09.479829,4,,2026-07-18T22:53:48.183263+00:00
4543,4543,10.1101/2022.12.05.519120,1,2022-12-06,plant biology,The canonical E2Fs together with RETINOBLASTOMA-RELATED are required to establish quiescence during plant development,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/12/06/2022.12.05.519120.source.xml,https://www.biorxiv.org/content/10.1101/2022.12.05.519120,https://doi.org/10.1101/2022.12.05.519120,6,,2026-07-18T22:53:59.671422+00:00
4544,4544,10.1101/2022.08.14.503837,1,2022-08-15,bioinformatics,Capturing the Hierarchically Assorted Modules of Protein Interaction in the Organized Nucleome,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/08/15/2022.08.14.503837.source.xml,https://www.biorxiv.org/content/10.1101/2022.08.14.503837,https://doi.org/10.1101/2022.08.14.503837,2,,2026-07-18T22:54:18.852044+00:00
4545,4545,10.1101/2022.12.14.520178,1,2022-12-15,neuroscience,Eye structure shapes neuron function in Drosophila motion vision,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/12/15/2022.12.14.520178.source.xml,https://www.biorxiv.org/content/10.1101/2022.12.14.520178,https://doi.org/10.1101/2022.12.14.520178,2,,2026-07-18T22:54:28.956371+00:00
4546,4546,10.1101/2022.11.24.517821,4,2022-12-06,bioinformatics,Inhibiting a promiscuous GPCR: iterative discovery of bitter taste receptor ligands,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/12/06/2022.11.24.517821.source.xml,https://www.biorxiv.org/content/10.1101/2022.11.24.517821,https://doi.org/10.1101/2022.11.24.517821,2,,2026-07-18T22:54:46.769021+00:00
4547,4547,10.1101/2022.08.03.502606,2,2022-09-07,biophysics,CaMKII activity spreads by inter-holoenzyme phosphorylation,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/09/07/2022.08.03.502606.source.xml,https://www.biorxiv.org/content/10.1101/2022.08.03.502606,https://doi.org/10.1101/2022.08.03.502606,5,,2026-07-18T22:55:05.649121+00:00
4548,4548,10.1101/2022.06.15.496189,1,2022-06-17,biophysics,Quantifying oligomer populations in real time during protein aggregation using single-molecule mass photometry,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/06/17/2022.06.15.496189.source.xml,https://www.biorxiv.org/content/10.1101/2022.06.15.496189,https://doi.org/10.1101/2022.06.15.496189,2,,2026-07-18T22:55:16.572483+00:00
4549,4549,10.1101/2022.07.27.501781,1,2022-07-29,bioengineering,Towards 3D-bioprinting of osseous tissue of pre-defined shape using single-matrix cell-bioink constructs,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/07/29/2022.07.27.501781.source.xml,https://www.biorxiv.org/content/10.1101/2022.07.27.501781,https://doi.org/10.1101/2022.07.27.501781,5,,2026-07-18T22:55:27.100156+00:00
4550,4550,10.1101/2022.06.04.494821,1,2022-06-04,microbiology,Saturated cell lysing is critical for high sensitivity microbiome analysis,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/06/04/2022.06.04.494821.source.xml,https://www.biorxiv.org/content/10.1101/2022.06.04.494821,https://doi.org/10.1101/2022.06.04.494821,3,,2026-07-18T22:55:37.733608+00:00
4551,4551,10.1101/2022.04.27.489745,1,2022-04-28,cell biology,Parkinson mutations in DNAJC6 cause lipid defects and neurodegeneration that are rescued by Synj1,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/04/28/2022.04.27.489745.source.xml,https://www.biorxiv.org/content/10.1101/2022.04.27.489745,https://doi.org/10.1101/2022.04.27.489745,2,,2026-07-18T22:55:54.576736+00:00
4552,4552,10.1101/2022.04.20.488904,1,2022-04-20,cell biology,"Evaluation of sex differences in laser-induced choroidal neovascularization severity, phenotype and disease progression",true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/04/20/2022.04.20.488904.source.xml,https://www.biorxiv.org/content/10.1101/2022.04.20.488904,https://doi.org/10.1101/2022.04.20.488904,1,,2026-07-18T23:02:09.056012+00:00
4553,4553,10.1101/2021.10.03.462946,2,2022-02-18,biophysics,F-actin bending facilitates net actomyosin contraction by inhibiting expansion with plus-end-located myosin motors,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/02/18/2021.10.03.462946.source.xml,https://www.biorxiv.org/content/10.1101/2021.10.03.462946,https://doi.org/10.1101/2021.10.03.462946,1,,2026-07-18T23:02:28.192063+00:00
4554,4554,10.1101/2022.09.07.506819,1,2022-09-09,pathology,(Pro)Renin Receptor Antagonism Attenuates High-Fat-Die-Induced Hepatic Steatosis in Non-Alcoholic Fatty Liver Disease,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/09/09/2022.09.07.506819.source.xml,https://www.biorxiv.org/content/10.1101/2022.09.07.506819,https://doi.org/10.1101/2022.09.07.506819,3,,2026-07-18T23:02:42.816663+00:00
4555,4555,10.1101/2022.03.21.485159,1,2022-03-22,bioengineering,A Machine Learning Framework to Predict Subcellular Morphology of Endothelial Cells for Digital Twin Generation,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/22/2022.03.21.485159.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.21.485159,https://doi.org/10.1101/2022.03.21.485159,2,,2026-07-18T23:02:56.233363+00:00
4556,4556,10.1101/2022.03.02.482634,1,2022-03-02,developmental biology,Antiviral and Neuroprotective Abilities of Influenza Virus Infection in Tractable Brain Organoids,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/02/2022.03.02.482634.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.02.482634,https://doi.org/10.1101/2022.03.02.482634,3,,2026-07-18T23:03:07.197007+00:00
4557,4557,10.1101/2022.09.05.506677,2,2022-09-23,cell biology,"Streamlined, cell-specific single-molecule RNA-FISH of core clock mRNAs in clock neurons in whole mount Drosophila brains",true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/09/23/2022.09.05.506677.source.xml,https://www.biorxiv.org/content/10.1101/2022.09.05.506677,https://doi.org/10.1101/2022.09.05.506677,2,,2026-07-18T23:03:19.275824+00:00
4558,4558,10.1101/2021.10.04.463034,2,2022-03-10,bioinformatics,Protein complex prediction with AlphaFold-Multimer,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/10/2021.10.04.463034.source.xml,https://www.biorxiv.org/content/10.1101/2021.10.04.463034,https://doi.org/10.1101/2021.10.04.463034,0,,2026-07-18T23:03:39.025180+00:00
4559,4559,10.1101/2022.01.19.477008,1,2022-01-22,biophysics,Framework for Denoising Monte Carlo Photon Transport Simulations Using Deep Learning,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/01/22/2022.01.19.477008.source.xml,https://www.biorxiv.org/content/10.1101/2022.01.19.477008,https://doi.org/10.1101/2022.01.19.477008,0,,2026-07-18T23:03:55.324160+00:00
4560,4560,10.1101/2022.08.16.504173,1,2022-08-17,plant biology,Deep learning for satellite image forecasting of vegetation greenness,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/08/17/2022.08.16.504173.source.xml,https://www.biorxiv.org/content/10.1101/2022.08.16.504173,https://doi.org/10.1101/2022.08.16.504173,0,,2026-07-18T23:04:14.101426+00:00
4561,4561,10.1101/2022.11.02.514937,1,2022-11-03,cancer biology,Triggered Release from Thermosensitive Liposomes Improves Tumor Targeting of Vinorelbine,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/11/03/2022.11.02.514937.source.xml,https://www.biorxiv.org/content/10.1101/2022.11.02.514937,https://doi.org/10.1101/2022.11.02.514937,3,,2026-07-18T23:04:26.169117+00:00
4562,4562,10.1101/2021.10.29.466505,2,2022-01-13,neuroscience,Joint modeling of choices and reaction times based on Bayesian contextual behavioral control,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/01/13/2021.10.29.466505.source.xml,https://www.biorxiv.org/content/10.1101/2021.10.29.466505,https://doi.org/10.1101/2021.10.29.466505,0,,2026-07-18T23:04:37.779053+00:00
4563,4563,10.1101/2022.09.02.506288,1,2022-09-03,biophysics,Activity-dependent glassy cell mechanics : Mechanical properties measured with active microrheology,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/09/03/2022.09.02.506288.source.xml,https://www.biorxiv.org/content/10.1101/2022.09.02.506288,https://doi.org/10.1101/2022.09.02.506288,2,,2026-07-18T23:04:55.653179+00:00
4564,4564,10.1101/2022.06.30.496838,1,2022-06-30,biochemistry,Structural insights into the assembly of gp130 family cytokine signaling complexes,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/06/30/2022.06.30.496838.source.xml,https://www.biorxiv.org/content/10.1101/2022.06.30.496838,https://doi.org/10.1101/2022.06.30.496838,0,,2026-07-18T23:05:09.456984+00:00
4565,4565,10.1101/2022.08.17.504259,2,2022-09-13,bioinformatics,Assembling highly repetitive Xanthomonas TALomes using Oxford Nanopore sequencing,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/09/13/2022.08.17.504259.source.xml,https://www.biorxiv.org/content/10.1101/2022.08.17.504259,https://doi.org/10.1101/2022.08.17.504259,5,,2026-07-18T23:05:26.269651+00:00
4566,4566,10.1101/853317,3,2022-02-09,neuroscience,Distinct Processing of Selection and Execution Errors in Neural Signatures of Outcome Monitoring,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/02/09/853317.source.xml,https://www.biorxiv.org/content/10.1101/853317,https://doi.org/10.1101/853317,0,,2026-07-18T23:05:39.577456+00:00
4567,4567,10.1101/2022.03.13.484154,1,2022-03-14,biophysics,Tension anisotropy drives phenotypic transitions of cells via two-way cell-ECM feedback,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/03/14/2022.03.13.484154.source.xml,https://www.biorxiv.org/content/10.1101/2022.03.13.484154,https://doi.org/10.1101/2022.03.13.484154,0,,2026-07-18T23:05:54.002802+00:00
4568,4568,10.1101/2022.10.13.512124,1,2022-10-17,plant biology,"Chromosome-level genome assembly of Euphorbia peplus, a model system for plant latex, reveals that relative lack of Ty3 transposons contributed to its small genome size",true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/10/17/2022.10.13.512124.source.xml,https://www.biorxiv.org/content/10.1101/2022.10.13.512124,https://doi.org/10.1101/2022.10.13.512124,3,,2026-07-18T23:06:04.859548+00:00
4569,4569,10.1101/2022.02.25.481922,2,2022-07-17,bioengineering,Deep Augmentation for Electrode Shift Compensation in Transient High-density sEMG: Towards Application in Neurorobotics,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/07/17/2022.02.25.481922.source.xml,https://www.biorxiv.org/content/10.1101/2022.02.25.481922,https://doi.org/10.1101/2022.02.25.481922,0,,2026-07-18T23:06:21.674274+00:00
4570,4570,10.1101/2022.11.14.516380,1,2022-11-15,microbiology,Septins and K63 chains form separate bacterial microdomains during autophagy of entrapped Shigella,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/11/15/2022.11.14.516380.source.xml,https://www.biorxiv.org/content/10.1101/2022.11.14.516380,https://doi.org/10.1101/2022.11.14.516380,0,,2026-07-18T23:06:39.070222+00:00
4571,4571,10.1101/2022.01.31.478210,2,2022-10-04,neuroscience,Metabolic switch in the aging astrocyte supported via integrative approach comprising network and transcriptome analyses,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/10/04/2022.01.31.478210.source.xml,https://www.biorxiv.org/content/10.1101/2022.01.31.478210,https://doi.org/10.1101/2022.01.31.478210,0,,2026-07-18T23:06:52.393428+00:00
4572,4572,10.1101/2022.02.26.481127,1,2022-02-27,molecular biology,Epigenetic signals that direct cell type specific interferon beta response in mouse cells,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/02/27/2022.02.26.481127.source.xml,https://www.biorxiv.org/content/10.1101/2022.02.26.481127,https://doi.org/10.1101/2022.02.26.481127,6,,2026-07-18T23:07:10.997483+00:00
4573,4573,10.1101/2022.06.06.493041,1,2022-06-06,bioinformatics,A fast non-parametric test of association for multiple traits,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/06/06/2022.06.06.493041.source.xml,https://www.biorxiv.org/content/10.1101/2022.06.06.493041,https://doi.org/10.1101/2022.06.06.493041,0,,2026-07-18T23:07:29.868510+00:00
4574,4574,10.1101/2022.09.27.509758,1,2022-09-28,biophysics,Vesicles driven by dynein and kinesin exhibit directional reversals without external regulators,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/09/28/2022.09.27.509758.source.xml,https://www.biorxiv.org/content/10.1101/2022.09.27.509758,https://doi.org/10.1101/2022.09.27.509758,0,,2026-07-18T23:07:42.956626+00:00
4575,4575,10.1101/2021.04.29.441924,2,2022-01-04,neuroscience,Reactive astrocytes promote proteostasis in Huntington disease through the JAK2-STAT3 pathway,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/01/04/2021.04.29.441924.source.xml,https://www.biorxiv.org/content/10.1101/2021.04.29.441924,https://doi.org/10.1101/2021.04.29.441924,2,,2026-07-18T23:08:02.324510+00:00
4576,4576,10.1101/2022.08.03.501699,2,2022-08-16,genetics,Human activities impact microbial communities of Amazon Mangroves,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/08/16/2022.08.03.501699.source.xml,https://www.biorxiv.org/content/10.1101/2022.08.03.501699,https://doi.org/10.1101/2022.08.03.501699,2,,2026-07-18T23:08:18.052796+00:00
4577,4577,10.1101/2022.05.19.492688,1,2022-05-19,neuroscience,Control of flight responses by a non-canonical corticolimbic pathway.,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/05/19/2022.05.19.492688.source.xml,https://www.biorxiv.org/content/10.1101/2022.05.19.492688,https://doi.org/10.1101/2022.05.19.492688,1,,2026-07-18T23:08:33.642625+00:00
4578,4578,10.1101/2022.02.11.480034,2,2022-02-12,neuroscience,Autophagy regulates neuronal excitability by controlling cAMP/Protein Kinase A signaling,true,jats,https://www.biorxiv.org/content/biorxiv/early/2022/02/12/2022.02.11.480034.source.xml,https://www.biorxiv.org/content/10.1101/2022.02.11.480034,https://doi.org/10.1101/2022.02.11.480034,6,,2026-07-18T23:08:46.059903+00:00
